COUNTRY,REG_NAME,PRODUCT,BRANDCODE,PRODUCTCODE,ACCESS_DATE,DATE_VAL,User_hist,User_login,REG_DATE,LAST_LOGIN,BIRTH_YEAR,,DURATION,BOUNCE,PURCHASE,USER_AGE,USER_GENDER,GENDER,USER_ID,USER_HIST,LASTLOGIN,MARITAL,PRICE,NO_ITEMS,PUR_VALUE,PRODUCT_PURCHASED,USER_JOB_DET,USER_INCOME,PAYMENT_DET
IN,TL,Fridge,SAMSUNG,SAMSUNGFridge15,9-1-2017,42744,42657,42703,14-10-2016,29-11-2016,1993,18-4-1993,120,0,0,23,0,F,CMZEYP99,87,41,U,16000,0,0,100,BUSINESS,11635,NA
IN,MH,AC,SAMSUNG,SAMSUNGAC14,11-1-2017,42746,42662,42694,19-10-2016,20-11-2016,1998,22-10-1998,390,0,0,18,0,F,TTQ@NI47,84,52,U,30000,1,1215,150,STUDENT,6690,NA
IN,KL,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,17-1-2017,42752,42747,42749,12-01-2017,14-01-2017,1985,2-9-1985,285,0,0,31,1,M,YJLENZ34,5,3,U,18000,0,0,105,STUDENT,28266,NA
IN,KL,Fridge,HITACHI,HITACHIFridge25,8-1-2017,42743,42599,42734,17-08-2016,30-12-2016,1998,3-5-1998,35,0,0,18,1,M,US@MBM14,144,9,U,14000,0,0,100,UNEMPLOYED,147,NA
IN,WB,Fridge,BLUESTAR,BLUESTARFridge45,7-1-2017,42742,42694,42735,20-11-2016,31-12-2016,1983,19-5-1983,82,0,0,33,0,F,ONIDYI55,48,7,U,15000,1,2047,90,BUSINESS,9904,NA
IN,KL,WASH_MACH,LG,LGWASH_MACH36,7-1-2017,42742,42623,42669,10-09-2016,26-10-2016,1988,23-6-1988,526,0,1,28,1,M,IOUTTU62,119,73,U,24000,0,0,230,STUDENT,28015,DEBIT
IN,WB,LCD,LG,LGLCD32,2-1-2017,42737,42598,42673,16-08-2016,30-10-2016,1992,12-11-1992,25,0,0,24,1,M,HDFRCZ80,139,64,U,16000,0,0,50,BUSINESS,18402,NA
IN,KA,AC,HITACHI,HITACHIAC24,6-1-2017,42741,42688,42733,14-11-2016,29-12-2016,1993,16-3-1993,263,0,0,23,0,F,FDYNUQ23,53,8,U,31000,1,3962,70,SERVICE,0,NA
IN,WB,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,6-1-2017,42741,42677,42739,03-11-2016,04-01-2017,1992,5-10-1992,485,0,0,24,0,F,YKKQRV98,64,2,U,28000,1,15368,100,SERVICE,0,NA
IN,KL,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,4-1-2017,42739,42591,42710,09-08-2016,06-12-2016,1993,20-10-1993,351,0,1,23,0,F,D@QXKB86,148,29,U,15000,0,0,150,UNEMPLOYED,1878,COD
IN,KA,AC,BLUESTAR,BLUESTARAC44,1-1-2017,42736,42655,42727,12-10-2016,23-12-2016,1996,15-4-1996,593,0,0,20,1,M,FSBEOM64,81,9,U,25000,1,12981,110,BUSINESS,45706,NA
IN,KL,Fridge,SAMSUNG,SAMSUNGFridge15,14-1-2017,42749,42746,42746,11-01-2017,11-01-2017,1986,10-6-1986,336,0,1,30,1,M,WBJRFC97,3,3,U,16000,2,11311,100,STUDENT,17601,DEBIT
IN,TN,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,11-1-2017,42746,42606,42729,24-08-2016,25-12-2016,1989,7-8-1989,307,0,1,27,1,M,ZSDXXG81,140,17,U,15000,1,12921,150,BUSINESS,29224,CREDIT
IN,WB,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,7-1-2017,42742,42655,42734,12-10-2016,30-12-2016,1998,21-11-1998,319,0,0,18,0,F,JZORXO58,87,8,U,18000,0,0,100,UNEMPLOYED,862,NA
IN,KA,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,6-1-2017,42741,42647,42717,04-10-2016,13-12-2016,1986,16-9-1986,580,0,0,30,0,F,TH@OXS12,94,24,M,15000,1,2481,230,SERVICE,0,NA
IN,TN,LCD,LG,LGLCD32,17-1-2017,42752,42562,42668,11-07-2016,25-10-2016,1995,18-9-1995,549,0,1,21,1,M,SIIOMJ82,190,84,U,16000,1,1775,70,SERVICE,3271,COD
IN,TL,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,8-1-2017,42743,42624,42689,11-09-2016,15-11-2016,1990,3-4-1990,271,0,1,26,1,M,QFFIXG80,119,54,M,28000,2,14463,700,BUSINESS,18091,CREDIT
IN,KA,Mobile,HITACHI,HITACHIMobile21,16-1-2017,42751,42716,42744,12-12-2016,09-01-2017,1990,17-11-1990,173,0,0,26,1,M,ZQDUBW45,35,7,U,12000,1,7654,225,BUSINESS,12085,NA
IN,KL,LCD,HITACHI,HITACHILCD22,2-1-2017,42737,42691,42703,17-11-2016,29-11-2016,1987,18-5-1987,210,0,0,29,1,M,CJGTIE89,46,34,M,9000,0,0,70,STUDENT,25059,NA
IN,TL,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,8-1-2017,42743,42671,42718,28-10-2016,14-12-2016,1992,6-8-1992,422,0,0,24,1,M,PBKTWY52,72,25,U,28000,0,0,230,SERVICE,1677,NA
IN,MH,LCD,LG,LGLCD32,5-1-2017,42740,42715,42736,11-12-2016,01-01-2017,1981,27-10-1981,252,0,0,35,0,F,RKDMGV54,25,4,U,16000,0,0,100,STUDENT,6724,NA
IN,TL,Fridge,BLUESTAR,BLUESTARFridge45,7-1-2017,42742,42549,42591,28-06-2016,09-08-2016,1998,7-6-1998,599,0,1,18,1,M,ZPREXU93,193,151,U,15000,1,16614,105,UNEMPLOYED,201,COD
IN,KL,Fridge,HITACHI,HITACHIFridge25,19-1-2017,42754,42597,42636,15-08-2016,23-09-2016,1988,8-10-1988,172,0,0,28,0,F,FWEMZV90,157,118,U,14000,1,10915,230,SERVICE,0,NA
IN,TL,LCD,LG,LGLCD32,4-1-2017,42739,42588,42615,06-08-2016,02-09-2016,1990,21-3-1990,17,0,0,26,1,M,ZJVAMY11,151,124,M,16000,0,0,750,BUSINESS,43515,NA
IN,WB,Mobile,LG,LGMobile31,15-1-2017,42750,42603,42721,21-08-2016,17-12-2016,1987,12-7-1987,139,0,0,29,0,F,HSARAR45,147,29,U,13000,1,16104,70,BUSINESS,14667,NA
IN,WB,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,6-1-2017,42741,42613,42662,31-08-2016,19-10-2016,1988,9-10-1988,365,0,1,28,0,F,HWQTTJ53,128,79,U,28000,0,0,110,BUSINESS,7057,COD
IN,TL,Fridge,SAMSUNG,SAMSUNGFridge15,14-1-2017,42749,42605,42648,23-08-2016,05-10-2016,1989,9-11-1989,162,0,0,27,0,F,ZGIGWC37,144,101,M,16000,1,5383,700,BUSINESS,18106,NA
IN,KL,Mobile,HITACHI,HITACHIMobile21,7-1-2017,42742,42670,42712,27-10-2016,08-12-2016,1995,20-7-1995,83,0,0,21,1,M,DPZDCQ64,72,30,U,12000,1,14104,100,SERVICE,4962,NA
IN,TN,AC,SAMSUNG,SAMSUNGAC14,8-1-2017,42743,42567,42715,16-07-2016,11-12-2016,1985,5-11-1985,538,0,0,31,1,M,BFHMEW99,176,28,M,30000,1,6239,80,BUSINESS,14536,NA
IN,WB,WASH_MACH,HITACHI,HITACHIWASH_MACH26,11-1-2017,42746,42640,42656,27-09-2016,13-10-2016,1988,13-6-1988,600,0,0,28,0,F,TILLTK15,106,90,M,23000,0,0,80,BUSINESS,11229,NA
IN,KA,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,7-1-2017,42742,42719,42729,15-12-2016,25-12-2016,1997,13-9-1997,140,0,0,19,0,F,HDNPHM39,23,13,U,20000,1,4248,160,UNEMPLOYED,250,NA
IN,TL,Fridge,LG,LGFridge35,20-1-2017,42755,42642,42724,29-09-2016,20-12-2016,1988,15-4-1988,325,0,1,28,1,M,FTUCDK25,113,31,U,14000,2,15144,70,STUDENT,30227,DEBIT
IN,KL,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,19-1-2017,42754,42564,42743,13-07-2016,08-01-2017,1985,20-11-1985,19,0,0,31,0,F,RWVSTF67,190,11,U,28000,1,8543,70,BUSINESS,16394,NA
IN,WB,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,9-1-2017,42744,42619,42695,06-09-2016,21-11-2016,1996,9-7-1996,96,0,0,20,1,M,WAUIAM27,125,49,U,28000,1,5855,200,SERVICE,932,NA
IN,WB,LCD,BLUESTAR,BLUESTARLCD42,1-1-2017,42736,42700,42708,26-11-2016,04-12-2016,1983,23-11-1983,513,0,1,33,1,M,YOFYST89,36,28,M,10000,1,1290,70,SERVICE,1154,COD
IN,TN,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,4-1-2017,42739,42668,42725,25-10-2016,21-12-2016,1990,6-4-1990,516,0,1,26,0,F,QWQBKC68,71,14,U,28000,1,1553,100,STUDENT,6223,COD
IN,KA,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,20-1-2017,42755,42557,42604,06-07-2016,22-08-2016,1994,20-10-1994,474,0,1,22,0,F,HCHYVC59,198,151,U,15000,0,0,125,STUDENT,5684,COD
IN,WB,MICROWAVE,HITACHI,HITACHIMICROWAVE23,19-1-2017,42754,42583,42663,01-08-2016,20-10-2016,1984,12-9-1984,73,0,0,32,1,M,FUSQEL40,171,91,U,19000,0,0,250,STUDENT,33712,NA
IN,TL,LCD,SAMSUNG,SAMSUNGLCD12,5-1-2017,42740,42554,42673,03-07-2016,30-10-2016,1982,23-5-1982,551,0,0,34,1,M,VHCKGZ87,186,67,M,11000,1,10523,150,BUSINESS,49387,NA
IN,WB,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,1-1-2017,42736,42621,42649,08-09-2016,06-10-2016,1992,10-4-1992,492,0,0,24,0,F,Z@IRJA68,115,87,U,18000,0,0,100,SERVICE,0,NA
IN,TN,Fridge,BLUESTAR,BLUESTARFridge45,13-1-2017,42748,42693,42722,19-11-2016,18-12-2016,1981,20-9-1981,564,0,0,35,0,F,ARLCHF59,55,26,M,15000,1,5578,250,HOUSEWIFE,0,NA
IN,KA,LCD,SAMSUNG,SAMSUNGLCD12,2-1-2017,42737,42675,42735,01-11-2016,31-12-2016,1993,6-10-1993,352,0,0,23,0,F,WVLEZU15,62,2,U,11000,1,13688,160,STUDENT,8320,NA
IN,WB,Fridge,LG,LGFridge35,15-1-2017,42750,42570,42617,19-07-2016,04-09-2016,1983,8-8-1983,31,0,0,33,1,M,EHRGYF76,180,133,M,14000,1,3036,230,STUDENT,39562,NA
IN,TL,LCD,LG,LGLCD32,8-1-2017,42743,42668,42677,25-10-2016,03-11-2016,1985,18-4-1985,328,0,1,31,0,F,YBTUZO96,75,66,U,16000,1,8025,160,UNEMPLOYED,389,COD
IN,TL,Fridge,LG,LGFridge35,9-1-2017,42744,42711,42735,07-12-2016,31-12-2016,1983,11-4-1983,595,0,1,33,0,F,@Q@OKT48,33,9,M,14000,2,19781,100,BUSINESS,15678,COD
IN,TL,Fridge,BLUESTAR,BLUESTARFridge45,17-1-2017,42752,42726,42727,22-12-2016,23-12-2016,1993,21-10-1993,380,0,1,23,1,M,KZRKBO74,26,25,U,15000,2,11911,100,SERVICE,726,COD
IN,KA,Fridge,BLUESTAR,BLUESTARFridge45,10-1-2017,42745,42639,42702,26-09-2016,28-11-2016,1981,15-4-1981,546,0,0,35,1,M,KUSFPG39,106,43,U,15000,1,16323,200,SERVICE,2049,NA
IN,TN,LCD,BLUESTAR,BLUESTARLCD42,19-1-2017,42754,42555,42710,04-07-2016,06-12-2016,1984,25-3-1984,415,0,1,32,1,M,NRQDIL16,199,44,U,10000,2,24239,750,BUSINESS,37151,CREDIT
IN,WB,Mobile,LG,LGMobile31,12-1-2017,42747,42658,42730,15-10-2016,26-12-2016,1990,8-8-1990,586,0,0,26,1,M,FTCQWM67,89,17,U,13000,0,0,70,STUDENT,11759,NA
IN,MH,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,12-1-2017,42747,42577,42717,26-07-2016,13-12-2016,1982,18-6-1982,375,0,1,34,1,M,RVOSGU65,170,30,M,28000,2,26290,100,BUSINESS,12360,EMI
IN,TN,AC,SAMSUNG,SAMSUNGAC14,2-1-2017,42737,42617,42676,04-09-2016,02-11-2016,1984,9-4-1984,600,0,0,32,1,M,YEDJBX59,120,61,M,30000,1,5849,200,SERVICE,3120,NA
IN,MH,LCD,BLUESTAR,BLUESTARLCD42,2-1-2017,42737,42574,42584,23-07-2016,02-08-2016,1989,27-4-1989,356,0,1,27,1,M,LSS@FY87,163,153,U,10000,2,8166,105,BUSINESS,24499,CREDIT
IN,MH,Fridge,HITACHI,HITACHIFridge25,10-1-2017,42745,42609,42729,27-08-2016,25-12-2016,1981,14-6-1981,197,0,0,35,1,M,WBPDD@65,136,16,M,14000,1,10817,470,SERVICE,2493,NA
IN,TN,Mobile,SAMSUNG,SAMSUNGMobile11,4-1-2017,42739,42719,42732,15-12-2016,28-12-2016,1982,1-4-1982,256,0,1,34,0,F,LEIKQT83,20,7,M,11000,0,0,230,BUSINESS,10279,COD
IN,KL,LCD,LG,LGLCD32,4-1-2017,42739,42598,42682,16-08-2016,08-11-2016,1993,1-11-1993,245,0,0,23,0,F,HJLONT80,141,57,U,16000,0,0,160,BUSINESS,9411,NA
IN,TL,Fridge,LG,LGFridge35,6-1-2017,42741,42654,42680,11-10-2016,06-11-2016,1988,6-8-1988,116,0,0,28,1,M,ZTFD@D95,87,61,U,14000,1,13902,70,SERVICE,846,NA
IN,KL,AC,LG,LGAC34,5-1-2017,42740,42652,42655,09-10-2016,12-10-2016,1992,9-10-1992,516,0,0,24,1,M,LNJF@I72,88,85,U,32000,0,0,100,SERVICE,3016,NA
IN,WB,Fridge,BLUESTAR,BLUESTARFridge45,3-1-2017,42738,42579,42693,28-07-2016,19-11-2016,1996,9-3-1996,517,0,0,20,0,F,AOYMW@11,159,45,U,15000,0,0,700,BUSINESS,13273,NA
IN,WB,Mobile,HITACHI,HITACHIMobile21,14-1-2017,42749,42558,42664,07-07-2016,21-10-2016,1983,26-8-1983,374,0,1,33,0,F,ZYJETA53,191,85,M,12000,0,0,90,BUSINESS,8870,COD
IN,WB,WASH_MACH,LG,LGWASH_MACH36,18-1-2017,42753,42629,42747,16-09-2016,12-01-2017,1985,28-5-1985,75,0,0,31,0,F,XT@TAG86,124,6,U,24000,0,0,700,SERVICE,0,NA
IN,KL,Mobile,HITACHI,HITACHIMobile21,8-1-2017,42743,42642,42709,29-09-2016,05-12-2016,1990,9-7-1990,428,0,1,26,1,M,GAXPHF13,101,34,U,12000,1,13046,160,SERVICE,224,COD
IN,KA,Fridge,LG,LGFridge35,12-1-2017,42747,42596,42719,14-08-2016,15-12-2016,1989,1-5-1989,139,0,0,27,1,M,SS@SWJ96,151,28,M,14000,0,0,750,SERVICE,352,NA
IN,WB,Mobile,LG,LGMobile31,12-1-2017,42747,42736,42744,01-01-2017,09-01-2017,1992,26-7-1992,170,0,0,24,1,M,PNBIGA73,11,3,U,13000,1,2930,150,STUDENT,25831,NA
IN,TN,AC,BLUESTAR,BLUESTARAC44,3-1-2017,42738,42600,42710,18-08-2016,06-12-2016,1987,26-11-1987,429,0,0,29,0,F,PUWTSW99,138,28,U,25000,1,5651,50,SERVICE,0,NA
IN,MH,AC,HITACHI,HITACHIAC24,19-1-2017,42754,42747,42748,12-01-2017,13-01-2017,1997,23-4-1997,370,0,1,19,1,M,SVDCWS26,7,6,U,31000,0,0,150,BUSINESS,28627,CREDIT
IN,WB,AC,BLUESTAR,BLUESTARAC44,13-1-2017,42748,42671,42708,28-10-2016,04-12-2016,1990,8-3-1990,172,0,0,26,0,F,VTLOJH94,77,40,U,25000,0,0,90,SERVICE,0,NA
IN,TL,WASH_MACH,LG,LGWASH_MACH36,9-1-2017,42744,42676,42697,02-11-2016,23-11-2016,1993,25-11-1993,513,0,0,23,0,F,LR@FTJ95,68,47,U,24000,0,0,125,STUDENT,7558,NA
IN,WB,MICROWAVE,HITACHI,HITACHIMICROWAVE23,10-1-2017,42745,42664,42691,21-10-2016,17-11-2016,1988,22-7-1988,598,0,0,28,1,M,@YMRBH11,81,54,M,19000,0,0,470,BUSINESS,34194,NA
IN,WB,Mobile,SAMSUNG,SAMSUNGMobile11,17-1-2017,42752,42625,42675,12-09-2016,01-11-2016,1985,1-4-1985,513,0,1,31,0,F,IAMPEW34,127,77,U,11000,1,5325,160,BUSINESS,9638,COD
IN,KL,Fridge,LG,LGFridge35,19-1-2017,42754,42708,42708,04-12-2016,04-12-2016,1981,11-6-1981,148,0,0,35,0,F,IXEJPR20,46,46,U,14000,0,0,100,UNEMPLOYED,1651,NA
IN,TL,Fridge,BLUESTAR,BLUESTARFridge45,6-1-2017,42741,42737,42740,02-01-2017,05-01-2017,1985,22-6-1985,565,0,1,31,0,F,PEDKEV78,4,1,U,15000,1,6395,700,UNEMPLOYED,764,COD
IN,MH,Mobile,HITACHI,HITACHIMobile21,15-1-2017,42750,42558,42702,07-07-2016,28-11-2016,1988,10-9-1988,190,0,0,28,0,F,T@GZBB48,192,48,U,12000,0,0,110,STUDENT,8887,NA
IN,KA,Fridge,SAMSUNG,SAMSUNGFridge15,10-1-2017,42745,42568,42577,17-07-2016,26-07-2016,1986,8-5-1986,177,0,0,30,1,M,WYRI@Z84,177,168,U,16000,0,0,50,BUSINESS,17613,NA
IN,KL,AC,HITACHI,HITACHIAC24,1-1-2017,42736,42659,42721,16-10-2016,17-12-2016,1982,19-11-1982,398,0,0,34,1,M,ODA@GP44,77,15,M,31000,0,0,150,BUSINESS,13784,NA
IN,MH,AC,BLUESTAR,BLUESTARAC44,1-1-2017,42736,42588,42700,06-08-2016,26-11-2016,1991,20-4-1991,549,0,0,25,0,F,YUZAA@79,148,36,U,25000,1,1194,100,STUDENT,7137,NA
IN,KL,Fridge,BLUESTAR,BLUESTARFridge45,16-1-2017,42751,42718,42733,14-12-2016,29-12-2016,1984,24-4-1984,251,0,1,32,1,M,SPL@QC24,33,18,U,15000,2,15689,80,STUDENT,36079,DEBIT
IN,TN,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,4-1-2017,42739,42656,42678,13-10-2016,04-11-2016,1990,4-9-1990,424,0,0,26,1,M,PEXBUF84,83,61,M,20000,0,0,100,STUDENT,23429,NA
IN,TL,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,8-1-2017,42743,42571,42632,20-07-2016,19-09-2016,1989,9-11-1989,551,0,0,27,1,M,UBTAHT40,172,111,M,15000,0,0,80,SERVICE,344,NA
IN,KL,WASH_MACH,HITACHI,HITACHIWASH_MACH26,8-1-2017,42743,42604,42640,22-08-2016,27-09-2016,1991,14-6-1991,283,0,0,25,1,M,JLDWEO87,139,103,U,23000,0,0,230,STUDENT,37420,NA
IN,TL,LCD,LG,LGLCD32,4-1-2017,42739,42549,42638,28-06-2016,25-09-2016,1997,28-6-1997,317,0,1,19,1,M,YP@IQW18,190,101,U,16000,0,0,125,BUSINESS,23420,CREDIT
IN,KA,MICROWAVE,HITACHI,HITACHIMICROWAVE23,4-1-2017,42739,42625,42650,12-09-2016,07-10-2016,1986,2-7-1986,116,0,0,30,0,F,LU@UCU74,114,89,U,19000,0,0,50,BUSINESS,9614,NA
IN,KL,AC,HITACHI,HITACHIAC24,13-1-2017,42748,42648,42726,05-10-2016,22-12-2016,1981,4-8-1981,454,0,1,35,1,M,D@VCYB63,100,22,M,31000,1,7467,105,BUSINESS,44974,CREDIT
IN,TN,Fridge,HITACHI,HITACHIFridge25,11-1-2017,42746,42643,42704,30-09-2016,30-11-2016,1986,25-3-1986,518,0,1,30,1,M,VAGLRD68,103,42,U,14000,1,16135,80,BUSINESS,34198,CREDIT
IN,KA,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,14-1-2017,42749,42619,42654,06-09-2016,11-10-2016,1994,7-6-1994,85,0,0,22,1,M,HCOD@D67,130,95,U,20000,0,0,105,BUSINESS,36100,NA
IN,WB,Fridge,HITACHI,HITACHIFridge25,10-1-2017,42745,42689,42705,15-11-2016,01-12-2016,1982,10-5-1982,12,1,0,34,1,M,HEWDWA74,56,40,U,14000,1,8254,700,STUDENT,21392,NA
IN,KL,Mobile,HITACHI,HITACHIMobile21,8-1-2017,42743,42570,42701,19-07-2016,27-11-2016,1983,5-8-1983,212,0,1,33,0,F,ERNKN@22,173,42,U,12000,1,18533,200,UNEMPLOYED,1588,COD
IN,TL,LCD,BLUESTAR,BLUESTARLCD42,15-1-2017,42750,42609,42741,27-08-2016,06-01-2017,1987,1-4-1987,267,0,0,29,0,F,GYNUYC17,141,9,U,10000,0,0,105,UNEMPLOYED,1872,NA
IN,TL,Fridge,HITACHI,HITACHIFridge25,11-1-2017,42746,42552,42657,01-07-2016,14-10-2016,1993,23-10-1993,284,0,1,23,0,F,GCXZKK29,194,89,U,14000,1,11601,125,SERVICE,0,COD
IN,MH,MICROWAVE,HITACHI,HITACHIMICROWAVE23,9-1-2017,42744,42605,42674,23-08-2016,31-10-2016,1994,26-4-1994,514,0,1,22,1,M,TJSYOA47,139,70,U,19000,1,19110,150,SERVICE,4827,COD
IN,KL,AC,BLUESTAR,BLUESTARAC44,6-1-2017,42741,42726,42730,22-12-2016,26-12-2016,1984,18-10-1984,299,0,0,32,0,F,UU@HND26,15,11,U,25000,1,13008,225,UNEMPLOYED,274,NA
IN,WB,LCD,HITACHI,HITACHILCD22,8-1-2017,42743,42738,42741,03-01-2017,06-01-2017,1998,4-7-1998,245,0,1,18,0,F,EPEOVN68,5,2,U,9000,2,5092,80,UNEMPLOYED,1069,COD
IN,TN,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,5-1-2017,42740,42653,42722,10-10-2016,18-12-2016,1991,21-11-1991,335,0,1,25,1,M,BZLJRF19,87,18,U,20000,2,26728,120,SERVICE,4094,COD
IN,KL,MICROWAVE,LG,LGMICROWAVE33,10-1-2017,42745,42742,42742,07-01-2017,07-01-2017,1992,9-3-1992,449,0,1,24,1,M,GUNVE@25,3,3,U,20000,0,0,250,STUDENT,35407,DEBIT
IN,TN,LCD,SAMSUNG,SAMSUNGLCD12,2-1-2017,42737,42703,42732,29-11-2016,28-12-2016,1992,4-3-1992,363,0,1,24,0,F,ZXIKKM57,34,5,U,11000,0,0,90,BUSINESS,16001,COD
IN,TN,WASH_MACH,LG,LGWASH_MACH36,16-1-2017,42751,42727,42729,23-12-2016,25-12-2016,1990,8-10-1990,600,0,1,26,1,M,JRHATX16,24,22,U,24000,0,0,750,STUDENT,17994,DEBIT
IN,KA,Mobile,LG,LGMobile31,1-1-2017,42736,42665,42700,22-10-2016,26-11-2016,1994,14-7-1994,143,0,0,22,0,F,GQTAXP54,71,36,U,13000,0,0,100,BUSINESS,10215,NA
IN,KA,Fridge,BLUESTAR,BLUESTARFridge45,15-1-2017,42750,42616,42650,03-09-2016,07-10-2016,1998,10-5-1998,558,0,1,18,1,M,LYAQNX75,134,100,U,15000,1,13764,100,BUSINESS,28382,CREDIT
IN,TN,Fridge,BLUESTAR,BLUESTARFridge45,10-1-2017,42745,42666,42730,23-10-2016,26-12-2016,1983,22-8-1983,412,0,0,33,1,M,ZYCXVH85,79,15,U,15000,1,17798,100,BUSINESS,13058,NA
IN,TL,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,5-1-2017,42740,42705,42726,01-12-2016,22-12-2016,1981,23-8-1981,214,0,0,35,0,F,KYNABP97,35,14,M,15000,1,17465,150,HOUSEWIFE,0,NA
IN,MH,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,9-1-2017,42744,42644,42685,01-10-2016,11-11-2016,1994,23-7-1994,258,0,1,22,1,M,Y@CXBB80,100,59,U,18000,0,0,100,STUDENT,36654,DEBIT
IN,KA,AC,SAMSUNG,SAMSUNGAC14,1-1-2017,42736,42707,42733,03-12-2016,29-12-2016,1997,20-6-1997,5,1,0,19,0,F,G@PMVF12,29,3,U,30000,0,0,100,SERVICE,0,NA
IN,WB,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,2-1-2017,42737,42608,42622,26-08-2016,09-09-2016,1987,26-5-1987,244,0,1,29,0,F,JFZHVV45,129,115,U,15000,0,0,150,UNEMPLOYED,366,COD
IN,WB,AC,BLUESTAR,BLUESTARAC44,4-1-2017,42739,42595,42694,13-08-2016,20-11-2016,1989,16-4-1989,226,0,0,27,1,M,HELA@Q48,144,45,M,25000,0,0,230,SERVICE,4718,NA
IN,WB,LCD,LG,LGLCD32,7-1-2017,42742,42552,42659,01-07-2016,16-10-2016,1994,13-8-1994,18,0,0,22,0,F,ACTBTX79,190,83,U,16000,1,17803,120,BUSINESS,14066,NA
IN,WB,MICROWAVE,LG,LGMICROWAVE33,14-1-2017,42749,42669,42718,26-10-2016,14-12-2016,1998,12-8-1998,69,0,0,18,1,M,BD@NPZ20,80,31,U,20000,0,0,100,UNEMPLOYED,374,NA
IN,TN,Fridge,BLUESTAR,BLUESTARFridge45,13-1-2017,42748,42669,42688,26-10-2016,14-11-2016,1997,11-3-1997,72,0,0,19,1,M,ADWEFG14,79,60,U,15000,0,0,100,STUDENT,39527,NA
IN,MH,AC,SAMSUNG,SAMSUNGAC14,10-1-2017,42745,42626,42701,13-09-2016,27-11-2016,1988,7-11-1988,320,0,0,28,1,M,GNTPBX24,119,44,U,30000,0,0,150,BUSINESS,41808,NA
IN,TN,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,9-1-2017,42744,42672,42718,29-10-2016,14-12-2016,1997,23-6-1997,79,0,0,19,1,M,IEXMAN66,72,26,U,18000,1,9555,225,STUDENT,36674,NA
IN,KL,LCD,HITACHI,HITACHILCD22,10-1-2017,42745,42549,42669,28-06-2016,26-10-2016,1993,15-6-1993,577,0,0,23,0,F,LLNTXK77,196,76,U,9000,1,7669,160,STUDENT,6113,NA
IN,TN,Fridge,LG,LGFridge35,4-1-2017,42739,42732,42734,28-12-2016,30-12-2016,1983,7-11-1983,534,0,0,33,1,M,WILERV26,7,5,M,14000,1,3532,105,BUSINESS,37429,NA
IN,KA,Fridge,HITACHI,HITACHIFridge25,6-1-2017,42741,42690,42698,16-11-2016,24-11-2016,1995,7-8-1995,236,0,1,21,0,F,HRRFBL77,51,43,U,14000,1,10279,105,SERVICE,0,COD
IN,KA,Fridge,HITACHI,HITACHIFridge25,9-1-2017,42744,42685,42729,11-11-2016,25-12-2016,1981,17-7-1981,316,0,1,35,1,M,LESNHN62,59,15,M,14000,0,0,80,STUDENT,14015,DEBIT
IN,KL,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,11-1-2017,42746,42680,42714,06-11-2016,10-12-2016,1991,25-3-1991,560,0,1,25,1,M,FQYMKL31,66,32,U,20000,2,15061,125,STUDENT,12952,DEBIT
IN,MH,MICROWAVE,HITACHI,HITACHIMICROWAVE23,3-1-2017,42738,42544,42584,23-06-2016,02-08-2016,1982,22-4-1982,515,0,1,34,0,F,TEKKJC73,194,154,M,19000,2,20140,80,SERVICE,0,COD
IN,WB,WASH_MACH,HITACHI,HITACHIWASH_MACH26,20-1-2017,42755,42681,42734,07-11-2016,30-12-2016,1991,28-11-1991,401,0,0,25,1,M,TTGC@E58,74,21,U,23000,0,0,100,BUSINESS,16771,NA
IN,MH,AC,SAMSUNG,SAMSUNGAC14,6-1-2017,42741,42652,42710,09-10-2016,06-12-2016,1981,27-4-1981,538,0,0,35,0,F,ARYLYW18,89,31,U,30000,0,0,100,BUSINESS,15990,NA
